personid,vehicleid,crashid,personinvolvementcd,sex,dob,personalinjurylevel,seatlocationcd,transportedind,ejectionind,airbagcd,alcoholuseind,pedestrianlocationcd,pedestriantype,pedestrianschoolinfoind,ageatcrash,contribcirccd1,contribcirccd2,contribcirccd3,contribcirccd4,contribcirccd5,contribcirccd6,contribcirccd7,contribcirccd8,contribcirccd9,contribcirccd10,contribcirccd11,contribcirccd12,distractioncd1,distractioncd2,distractioncd3,distractioncd4,pedestrianactioncd1,pedestrianactioncd2,pedestrianactioncd3,pedestrianactioncd4,pedestrianactioncd5,safetydevicecd1,safetydevicecd2
3130011328V2P3I01   ,3130011328V2 ,3130011328,1,U,0001-01-01,U,FL,U ,2,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130028859V2P1I01   ,2130028859V2 ,2130028859,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
2130004230V2P3I01   ,2130004230V2 ,2130004230,1,U,3/9/66,5,FL,1,2,3,N ,NA,N ,  ,46,U ,,,,,,,,,,,,,,,,,,,,,5,
0130028688V1P1I01   ,0130028688V1 ,130028688,1,U,0001-01-01,U,FL,U ,2,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130080589V1P1I01   ,0130080589V1 ,130080589,1,U,0001-01-01,U,FL,U ,2,1,U ,NA,  ,  ,999,5,,,,,,,,,,,,,,,,,,,,,U ,
0130075778V1P1I01   ,0130075778V1 ,130075778,1,U,0001-01-01,U,FL,U ,U ,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130058931V1P1I01   ,0130058931V1 ,130058931,1,U,0001-01-01,U,FL,1,2,3,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130011943V1P1I01   ,0130011943V1 ,130011943,1,U,0001-01-01,U,FL,NA,NA,  ,N ,NA,  ,  ,999,4,,,,,,,,,,,,,,,,,,,,,,
2130026555V1P1I01   ,2130026555V1 ,2130026555,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
3130002931V2P4I01   ,3130002931V2 ,3130002931,1,U,0001-01-01,5,FL,1,2,U ,N ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
2130022294V2P3I01   ,2130022294V2 ,2130022294,1,U,0001-01-01,U,XX,U ,U ,U ,N ,NA,N ,  ,999,17,,,,,,,,,,,,,,,,,,,,,U ,
0130075780V1P1I01   ,0130075780V1 ,130075780,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130035696V1P1I01   ,0130035696V1 ,130035696,1,U,0001-01-01,5,FL,1,2,3,U ,NA,  ,  ,999,5,,,,,,,,,,,,,,,,,,,,,U ,
2130004594V1P1I01   ,2130004594V1 ,2130004594,1,U,7/20/66,5,FL,1,2,3,N ,NA,N ,  ,46,21,,,,,,,,,,,,3,5,,,,,,,,5,
0130043146V1P1I01   ,0130043146V1 ,130043146,1,U,0001-01-01,U,FL,U ,U ,10,U ,NA,  ,  ,999,5,,,,,,,,,,,,,,,,,,,,,U ,
0130061714V1P1I01   ,0130061714V1 ,130061714,1,U,0001-01-01,U,M ,NA,NA,1,U ,NA,  ,  ,999,8,,,,,,,,,,,,,,,,,,,,,,
3130000990V1P1I01   ,3130000990V1 ,3130000990,1,U,0001-01-01,U,FR,1,2,3,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
0130085238V1P1I01   ,0130085238V1 ,130085238,1,U,0001-01-01,5,FL,1,2,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
3130018150V2P3I01   ,3130018150V2 ,3130018150,1,U,0001-01-01,U,FL,1,2,U ,U ,NA,  ,  ,999,8,,,,,,,,,,,,,,,,,,,,,U ,
2130034333V1P1I01   ,2130034333V1 ,2130034333,1,U,5/27/70,5,FL,1,2,3,N ,NA,N ,  ,43,9,,,,,,,,,,,,,,,,,,,,,5,
0130072957V1P1I01   ,0130072957V1 ,130072957,1,U,0001-01-01,5,FL,1,2,3,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
3130030582V2P3I01   ,3130030582V2 ,3130030582,1,U,0001-01-01,U,FL,1,U ,U ,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
0130011727V1P1I01   ,0130011727V1 ,130011727,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
2130016600V1P1I01   ,2130016600V1 ,2130016600,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,11,,,,,,,,,,,,,,,,,,,,,U ,
0130022330V1P1I01   ,0130022330V1 ,130022330,1,U,0001-01-01,U,FL,U ,U ,10,U ,NA,  ,  ,999,7,,,,,,,,,,,,,,,,,,,,,U ,
0130018027V1P1I01   ,0130018027V1 ,130018027,1,U,0001-01-01,U,FL,U ,2,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130013894V1P1I01   ,0130013894V1 ,130013894,1,U,0001-01-01,5,FL,1,2,10,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
0130034820V1P1I01   ,0130034820V1 ,130034820,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130049187V1P1I01   ,0130049187V1 ,130049187,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,11,,,,,,,,,,,,,,,,,,,,,,
0130070482V1P1I01   ,0130070482V1 ,130070482,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130044254V1P1I01   ,0130044254V1 ,130044254,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130054063V1P1I01   ,0130054063V1 ,130054063,1,U,0001-01-01,U,FL,U ,U ,10,U ,NA,  ,  ,999,7,,,,,,,,,,,,,,,,,,,,,U ,
0130087278V1P1I01   ,0130087278V1 ,130087278,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130051039V1P1I01   ,0130051039V1 ,130051039,1,U,0001-01-01,U,FL,U ,U ,10,U ,NA,  ,  ,999,9,,,,,,,,,,,,,,,,,,,,,U ,
0130037296V2P1I01   ,0130037296V2 ,130037296,1,U,0001-01-01,5,FL,1,2,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130017626V2P3I01   ,2130017626V2 ,2130017626,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,13,20,33,,,,,,,,,,,,,,,,,,,U ,
3130016256V1P1I01   ,3130016256V1 ,3130016256,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,30,,,,,,,,,,,,,,,,,,,,,U ,
3130020347V1P1I01   ,3130020347V1 ,3130020347,1,U,0001-01-01,U,XX,1,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130075358V1P1I01   ,0130075358V1 ,130075358,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,6,,,,,,,,,,,,,,,,,,,,,U ,
0130012123V1P1I01   ,0130012123V1 ,130012123,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130036247V1P1I01   ,0130036247V1 ,130036247,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130052705V1P1I01   ,0130052705V1 ,130052705,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,9,5,,,,,,,,,,,,,,,,,,,,,
0130013138V1P1I01   ,0130013138V1 ,130013138,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130028215V1P1I01   ,0130028215V1 ,130028215,1,U,0001-01-01,U,FL,1,2,10,U ,NA,  ,  ,999,33,,,,,,,,,,,,,,,,,,,,,U ,
3130003077V2P3I01   ,3130003077V2 ,3130003077,1,U,0001-01-01,U,FL,1,2,U ,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
0130018270V1P1I01   ,0130018270V1 ,130018270,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130059479V1P1I01   ,0130059479V1 ,130059479,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,  ,  ,999,21,,,,,,,,,,,,15,,,,,,,,,U ,
0130069308V1P1I01   ,0130069308V1 ,130069308,1,U,0001-01-01,5,FL,1,2,U ,U ,NA,  ,  ,999,9,,,,,,,,,,,,,,,,,,,,,U ,
0130012362V1P1I01   ,0130012362V1 ,130012362,1,U,0001-01-01,5,FL,1,2,10,U ,NA,  ,  ,999,21,,,,,,,,,,,,15,,,,,,,,,U ,
0130075013V1P1I01   ,0130075013V1 ,130075013,1,U,0001-01-01,U,FL,1,2,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130045727V1P1I01   ,0130045727V1 ,130045727,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130059901V1P1I01   ,0130059901V1 ,130059901,1,U,0001-01-01,U,FL,U ,U ,10,N ,NA,  ,  ,999,5,,,,,,,,,,,,,,,,,,,,,U ,
0130061564V1P1I01   ,0130061564V1 ,130061564,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130047503V1P1I01   ,0130047503V1 ,130047503,1,U,0001-01-01,5,FL,1,2,1,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
3130005408V2P3I01   ,3130005408V2 ,3130005408,1,U,0001-01-01,U,FL,1,2,1,U ,NA,  ,  ,999,22,,,,,,,,,,,,,,,,,,,,,U ,
0130068557V1P1I01   ,0130068557V1 ,130068557,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130058884V1P1I01   ,0130058884V1 ,130058884,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130029987V1P1I01   ,2130029987V1 ,2130029987,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
2130034870V2P3I01   ,2130034870V2 ,2130034870,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,17,,,,,,,,,,,,,,,,,,,,,U ,
0130041363V1P1I01   ,0130041363V1 ,130041363,1,U,0001-01-01,5,FL,1,2,3,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130037332V1P1I01   ,0130037332V1 ,130037332,1,U,0001-01-01,5,FL,1,2,3,U ,NA,  ,  ,999,21,,,,,,,,,,,,4,,,,,,,,,5,
0130018337V1P1I01   ,0130018337V1 ,130018337,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,4,5,7,17,,,,,,,,,,,,,,,,,,,
0130035088V1P1I01   ,0130035088V1 ,130035088,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130041607V1P2I01   ,0130041607V1 ,130041607,1,U,0001-01-01,U,FL,U ,U ,10,U ,NA,  ,  ,999,17,,,,,,,,,,,,,,,,,,,,,U ,
0130016040V2P1I01   ,0130016040V2 ,130016040,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,17,,,,,,,,,,,,,,,,,,,,,U ,
0130017423V1P1I01   ,0130017423V1 ,130017423,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130014860V1P1I01   ,0130014860V1 ,130014860,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,,
2130014378V1P1I01   ,2130014378V1 ,2130014378,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,9,,,,,,,,,,,,,,,,,,,,,U ,
2130023085V1P1I01   ,2130023085V1 ,2130023085,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
3130018649V1P1I01   ,3130018649V1 ,3130018649,1,U,0001-01-01,U,FL,U ,2,3,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
2130026406V1P1I01   ,2130026406V1 ,2130026406,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,N ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
0130033548V1P1I01   ,0130033548V1 ,130033548,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,11,,,,,,,,,,,,,,,,,,,,,U ,
0130081941V1P1I01   ,0130081941V1 ,130081941,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,6,,,,,,,,,,,,,,,,,,,,,U ,
3130018954V1P1I01   ,3130018954V1 ,3130018954,1,U,0001-01-01,5,XX,NA,U ,U ,U ,NA,  ,  ,999,32,,,,,,,,,,,,,,,,,,,,,U ,
0130081600V1P1I01   ,0130081600V1 ,130081600,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130054491V1P1I01   ,0130054491V1 ,130054491,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,5,,,,,,,,,,,,,,,,,,,,,U ,
0130066035V1P1I01   ,0130066035V1 ,130066035,1,U,0001-01-01,U,XX,U ,U ,1,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130036644V1P1I01   ,0130036644V1 ,130036644,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130058041V1P1I01   ,0130058041V1 ,130058041,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130072956V1P1I01   ,0130072956V1 ,130072956,1,U,0001-01-01,U,FL,U ,2,3,U ,NA,  ,  ,999,33,,,,,,,,,,,,,,,,,,,,,U ,
0130040573V1P1I01   ,0130040573V1 ,130040573,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,11,,,,,,,,,,,,,,,,,,,,,U ,
0130072341V1P1I01   ,0130072341V1 ,130072341,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
2130007823V1P1I01   ,2130007823V1 ,2130007823,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,9,,,,,,,,,,,,,,,,,,,,,U ,
0130076944V1P1I01   ,0130076944V1 ,130076944,1,U,0001-01-01,5,FL,1,2,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130082348V1P1I01   ,0130082348V1 ,130082348,1,U,0001-01-01,5,FL,1,2,10,U ,NA,  ,  ,999,17,,,,,,,,,,,,,,,,,,,,,U ,
2130034119V1P1I01   ,2130034119V1 ,2130034119,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,17,,,,,,,,,,,,,,,,,,,,,U ,
2130002005V1P1I01   ,2130002005V1 ,2130002005,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130011991V1P1I01   ,0130011991V1 ,130011991,1,U,0001-01-01,U,FL,1,2,3,U ,NA,  ,  ,999,17,,,,,,,,,,,,,,,,,,,,,U ,
0130055663V1P1I01   ,0130055663V1 ,130055663,1,U,0001-01-01,5,FL,1,2,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130047616V1P1I01   ,0130047616V1 ,130047616,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130034354V1P1I01   ,0130034354V1 ,130034354,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,17,12,,,,,,,,,,,,,,,,,,,,,
0130017844V1P1I01   ,0130017844V1 ,130017844,1,U,0001-01-01,U,FL,1,2,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130028294V1P1I01   ,0130028294V1 ,130028294,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130042267V1P1I01   ,0130042267V1 ,130042267,1,U,0001-01-01,U,FL,1,2,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130013397V1P1I01   ,0130013397V1 ,130013397,1,U,0001-01-01,5,FL,1,2,3,U ,NA,  ,  ,999,11,,,,,,,,,,,,,,,,,,,,,U ,
0130041864V1P1I01   ,0130041864V1 ,130041864,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
2130032415V1P1I01   ,2130032415V1 ,2130032415,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,5,,,,,,,,,,,,,,,,,,,,,U ,
0130054002V1P1I01   ,0130054002V1 ,130054002,1,U,0001-01-01,U,FL,U ,U ,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
3130025677V2P3I01   ,3130025677V2 ,3130025677,1,U,0001-01-01,U,FL,1,2,U ,U ,NA,  ,  ,999,22,,,,,,,,,,,,,,,,,,,,,U ,
3130028365V2P3I01   ,3130028365V2 ,3130028365,1,U,0001-01-01,U,XX,NA,U ,U ,U ,NA,  ,  ,999,6,13,,,,,,,,,,,,,,,,,,,,U ,
2130003758V1P1I01   ,2130003758V1 ,2130003758,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,5,,,,,,,,,,,,,,,,,,,,,U ,
0130070571V1P1I01   ,0130070571V1 ,130070571,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
3130018517V2P5I01   ,3130018517V2 ,3130018517,1,U,0001-01-01,5,XX,NA,U ,1,U ,NA,  ,  ,999,17,33,,,,,,,,,,,,,,,,,,,,U ,
0130044131V1P1I01   ,0130044131V1 ,130044131,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,9,,,,,,,,,,,,,,,,,,,,,,
0130054135V1P1I01   ,0130054135V1 ,130054135,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,5,,,,,,,,,,,,,,,,,,,,,U ,
0130040198V2P1I01   ,0130040198V2 ,130040198,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,5,7,17,33,,,,,,,,,,,,,,,,,,,
0130077106V1P1I01   ,0130077106V1 ,130077106,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,,
0130075272V1P1I01   ,0130075272V1 ,130075272,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130012514V1P1I01   ,0130012514V1 ,130012514,1,U,0001-01-01,5,FL,1,2,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130068325V1P1I01   ,0130068325V1 ,130068325,1,U,0001-01-01,U,FL,1,2,10,U ,NA,  ,  ,999,7,,,,,,,,,,,,,,,,,,,,,U ,
2130025019V1P1I01   ,2130025019V1 ,2130025019,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130084031V1P1I01   ,0130084031V1 ,130084031,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130003655V1P1I01   ,2130003655V1 ,2130003655,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,9,,,,,,,,,,,,,,,,,,,,,U ,
2130032398V1P1I01   ,2130032398V1 ,2130032398,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130002729V1P1I01   ,2130002729V1 ,2130002729,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
0130048760V1P1I01   ,0130048760V1 ,130048760,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
2130032223V1P1I01   ,2130032223V1 ,2130032223,1,U,0001-01-01,U,NA,U ,U ,  ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130054278V1P1I01   ,0130054278V1 ,130054278,1,U,0001-01-01,U,FL,U ,U ,1,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130023997V1P1I01   ,0130023997V1 ,130023997,1,U,0001-01-01,5,FL,1,2,U ,N ,NA,  ,  ,999,22,,,,,,,,,,,,,,,,,,,,,U ,
0130018675V1P1I01   ,0130018675V1 ,130018675,1,U,0001-01-01,U,FL,1,2,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130087194V2P1I01   ,0130087194V2 ,130087194,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130053694V2P1I01   ,0130053694V2 ,130053694,1,U,7/12/68,5,FL,1,2,3,N ,NA,  ,  ,45,22,,,,,,,,,,,,,,,,,,,,,5,
2130029352V2P3I01   ,2130029352V2 ,2130029352,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,9,,,,,,,,,,,,,,,,,,,,,U ,
0130041911V1P1I01   ,0130041911V1 ,130041911,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
2130035586V1P1I01   ,2130035586V1 ,2130035586,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,5,19,,,,,,,,,,,,,,,,,,,,U ,
0130061235V1P1I01   ,0130061235V1 ,130061235,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,7,,,,,,,,,,,,,,,,,,,,,U ,
0130081354V1P1I01   ,0130081354V1 ,130081354,1,U,0001-01-01,U,FL,U ,U ,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130049245V1P1I01   ,0130049245V1 ,130049245,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130055599V1P1I01   ,0130055599V1 ,130055599,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
2130028639V1P1I01   ,2130028639V1 ,2130028639,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,9,,,,,,,,,,,,,,,,,,,,,U ,
2130023137V1P1I01   ,2130023137V1 ,2130023137,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130032505V2P3I01   ,2130032505V2 ,2130032505,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,,,,,,,,,,,,,,,,,,,,,,U ,
3130021776V1P1I01   ,3130021776V1 ,3130021776,1,U,0001-01-01,N,NA,NA,NA,  ,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
0130063620V3P1I01   ,0130063620V3 ,130063620,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130019841V1P1I01   ,2130019841V1 ,2130019841,1,U,6/15/54,U,FL,1,2,5,N ,NA,N ,  ,59,5,,,,,,,,,,,,,,,,,,,,,U ,
0130062564V1P1I01   ,0130062564V1 ,130062564,1,U,0001-01-01,5,FL,1,2,3,N ,NA,  ,  ,999,15,,,,,,,,,,,,,,,,,,,,,U ,
0130049402V1P1I01   ,0130049402V1 ,130049402,1,U,0001-01-01,5,FL,1,2,U ,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
0130049336V1P1I01   ,0130049336V1 ,130049336,1,U,0001-01-01,U,FL,1,2,3,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130030664V1P1I01   ,2130030664V1 ,2130030664,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,9,13,6,,,,,,,,,,,,,,,,,,,U ,
0130045119V1P1I01   ,0130045119V1 ,130045119,1,U,0001-01-01,U,FL,U ,U ,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130017440V1P1I01   ,0130017440V1 ,130017440,1,U,0001-01-01,U,FL,1,2,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130054764V1P1I01   ,0130054764V1 ,130054764,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130032003V2P1I01   ,0130032003V2 ,130032003,1,U,2/21/57,5,FL,1,2,3,U ,NA,  ,  ,56,22,,,,,,,,,,,,,,,,,,,,,5,
2130003949V1P1I01   ,2130003949V1 ,2130003949,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130037771V1P1I01   ,0130037771V1 ,130037771,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130018934V1P1I01   ,0130018934V1 ,130018934,1,U,0001-01-01,U,FL,NA,NA,  ,Y ,NA,  ,  ,999,18,,,,,,,,,,,,,,,,,,,,,,
0130048120V1P1I01   ,0130048120V1 ,130048120,1,U,0001-01-01,U,FL,1,2,3,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130011559V1P1I01   ,0130011559V1 ,130011559,1,U,0001-01-01,U,FL,1,2,5,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130076582V1P1I01   ,0130076582V1 ,130076582,1,U,0001-01-01,U,FL,1,2,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130075298V1P1I01   ,0130075298V1 ,130075298,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,9,,,,,,,,,,,,,,,,,,,,,U ,
0130079580V1P1I01   ,0130079580V1 ,130079580,1,U,0001-01-01,5,FL,NA,NA,1,U ,NA,  ,  ,999,22,,,,,,,,,,,,,,,,,,,,,U ,
